person_id,person_name,start_date,end_date,parliament_id,party_id,party,party_subtitle,party_role,organisation_name,organisation_subtitle,organisation_role,area
121,BETTY JOCELYNE OKAGUA-APIAFI,2011-05-29,2019-05-29,3264,2944,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Abua-Odual/Ahoada East
596,Jibrin Barau,2015-05-29,2019-05-29,5966,5965,All Progressives Congress (APC),"",Member,Senate,"",Senator,KANO NORTH
587,Rilwan Adesoji Akanbi,2015-05-29,2019-05-29,5946,5945,All Progressives Congress (APC),"",Member,Senate,"",Senator,OYO SOUTH
147,DAHIRU UMARU,2003,2007,3763,3123,Peoples Democratic Party,"",Member,National Assembly,"",Senator,Abuja
147,DAHIRU UMARU,2011-05-29,2015-05-29,3568,3123,Peoples Democratic Party,"",Member,Senate,"",Senator,Sokoto South
154,DANTONG GYANG DALYOP,2003,2007,3766,3124,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Abuja
154,DANTONG GYANG DALYOP,2011-05-29,2012-07-12,3569,3124,Peoples Democratic Party,"",Member,Senate,"",Senator,PLATEAU NORTH
714,ABDULRAZAK SAÁD NAMDAS,,2019-05,6299,6298,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Mayo Belwa/Ganye/Jada /Toungo
429,ESUENE HELEN UDOAKAHA,2011-05-29,2015-05-29,3626,3160,Peoples Democratic Party,"",Member,Senate,"",Senator,AKWA IBOM SOUTH
171,ETOK ALOYSIUS AKPAN,1992,1992,3780,3126,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Abuja
171,ETOK ALOYSIUS AKPAN,1992,1993,3781,3126,Peoples Democratic Party,"",Member,House of Representatives,"",Minority Whip,Abuja
171,ETOK ALOYSIUS AKPAN,2011-05-29,2015-05-29,3572,3126,Peoples Democratic Party,"",Member,Senate,"",Senator,AKWA IBOM NORTH WEST
454,EWUGA SOLOMON,,2009,3810,2880,Congress for Progressive Change,"",Member,"Nasarawa State, Nigeria","",Deputy Governor,Nasarawa
454,EWUGA SOLOMON,2012-07-10,2013-07-30,3637,2880,Congress for Progressive Change,"",Member,Senate,"",Senator,Nasarawa NORTH
454,EWUGA SOLOMON,2013-07-31,2015-05-29,3637,5727,All Progressives Congress (APC),"",Member,Senate,"",Senator,Nasarawa NORTH
674,Abel Peter Diah,2015-05-29,2019-05-29,6196,6195,Peoples Democratic Party,"",Member,Taraba State House of Assembly,"",State Legislator,Mbamga
674,Abel Peter Diah,2015-05-29,2019-05-29,6197,6195,Peoples Democratic Party,"",Member,Taraba State House of Assembly,"",Speaker,
678,Sanusi Garba Rikiji,2015-05-29,2019-05-29,6208,6207,All Progressives Congress (APC),"",Member,Zamfara State House of Assembly,"",State Legislator,Gusau 1
678,Sanusi Garba Rikiji,2015-05-29,2019-05-29,6209,6207,All Progressives Congress (APC),"",Member,Zamfara State House of Assembly,"",Speaker,
469,EZE AYOGU,2011-05-29,2015-05-29,3641,3172,Peoples Democratic Party,"",Member,Senate,"",Senator,Enugu North
144,CHUKWUEMEKA NKEM IHEDIOHA,2003,2007-05-29,2298,2957,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
144,CHUKWUEMEKA NKEM IHEDIOHA,2007-05-29,2011-05-29,2299,2957,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
144,CHUKWUEMEKA NKEM IHEDIOHA,2007-05-29,2015-05-29,3282,2957,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Aboh Mbaise/Ngor Okpala
766, DICKSON DOMINIC T.,,2019-05,6428,6427,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Guma/Makurdi
799,GOODLUCK OPIA NANAH,,2019-06,6509,6508,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Oguta/Ohaji-Egbema/Oru West
468,ZAPHANIAH JISALO BITRUS,2004,2010,5425,3100,Peoples Democratic Party,"",Member,ABUJA MUNICIPAL AREA COUNCIL,"",Chairman,Abuja
468,ZAPHANIAH JISALO BITRUS,2011-05-29,2019-05-29,3532,3100,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Abuja municipal/Bwari
151,DANIEL EFFIONG ASUQUO,1999,2000,4441,2960,Peoples Democratic Party,"",Member,AKAMKPA L.G.,"",Council Chairman,
151,DANIEL EFFIONG ASUQUO,2011-05-29,2019-05-29,3287,2960,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Akamkpa/Biase
155,DARIYE JOSHUA CHIBI,2011-05-29,2014,3570,2888,Labour Party,"",Member,Senate,"",Senator,PLATEAU CENTRAL
155,DARIYE JOSHUA CHIBI,2014,2019-05-29,3570,5881,Peoples Democratic Party,"",Member,Senate,"",Senator,PLATEAU CENTRAL
183,FRIDAY ITULAH,2011-05-29,2015-05-29,3314,2978,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Esan North East/Esan South East
189,GARBA MUSA GULMA,2011-05-29,2015-05-29,3318,2979,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Argungu/Augie
240,ISA LAWAN,,2013-07-30,4712,2807,All Nigeria Peoples Party,"",Member,Gutamala Local Govt. ,"",Executive Chairman,Borno
240,ISA LAWAN,2011-05-29,2013-07-30,3352,2807,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,Kukawa/Mobbar/Abadam/Guzamali
240,ISA LAWAN,2013-07-31,2015-05-29,3352,5662,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kukawa/Mobbar/Abadam/Guzamali
240,ISA LAWAN,2013-07-31,,4712,5662,All Progressives Congress (APC),"",Member,Gutamala Local Govt. ,"",Executive Chairman,Borno
250,JERIMON SAMUEL MANWE,2007-05-29,2011-05-29,2394,3006,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
250,JERIMON SAMUEL MANWE,2011-05-29,2015-05-29,3362,3006,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Karim Lamido/Lau/Ardo-Kola
759,ONI OLAMIDE JOHNSON,,2019-06,6413,6412,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Ijero/Ekiti West/Efon
191,NDOMA-EGBA VICTOR ,,,3802,3129,Peoples Democratic Party,"",Member,"Nigerian Bar Association, Calabar Branch","",Chairman,Cross Rivers
191,NDOMA-EGBA VICTOR ,,,3856,3129,Peoples Democratic Party,"",Member,Calabar Chamber of Commerce,"",President,Cross Rivers
191,NDOMA-EGBA VICTOR ,2011-05-29,2015-05-29,3577,3129,Peoples Democratic Party,"",Member,Senate,"",Senator,CROSS RIVER CENTRAL
194,NGIGE CHRIS NWABUEZE,2011-05-29,2013-07-30,3579,2785,Action Congress of Nigeria,"",Member,Senate,"",Senator,ANAMBRA CENTRAL
194,NGIGE CHRIS NWABUEZE,2013-07-31,2015-07-29,3579,5640,All Progressives Congress (APC),"",Member,Senate,"",Senator,ANAMBRA CENTRAL
767, STELLA UCHENA OBIAGELI NGWU,,2019-06,6431,6430,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Igbo-Etiti/Uzo-Uwani
199,GUMBA ADAMU IBRAHIM,,2010,3877,3133,Peoples Democratic Party,"",Member,National Assembly,"",Senator,Abuja
199,GUMBA ADAMU IBRAHIM,2011-05-29,2015-05-29,3582,3133,Peoples Democratic Party,"",Member,Senate,"",Senator,Bauchi SOUTH
213,HEINEKEN LOKPOBIRI,2011-05-29,2015-05-29,3585,3136,Peoples Democratic Party,"",Member,Senate,"",Senator,BAYELSA WEST
685,Abubakar Badaru,2015-05-29,2019-05-29,6227,6226,All Progressives Congress (APC),"",Member,"Jigawa State, Nigeria","",Executive Governor,Jigawa
811,ABDULLAHI UMAR FARUK,,2019-05,6540,6539,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Bunza/Birnin Kebbi/Kalgo
567,Mohammed Sani Zorro,,2019-06,5896,5895,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Gumel/Maigatari/Sule Tankarkar/Gagarawa
216,HUSSEIN MUDASIRU OYETUNDE,1999,2007,3819,2786,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
216,HUSSEIN MUDASIRU OYETUNDE,2011-05-29,2013-07-30,3586,2786,Action Congress of Nigeria,"",Member,Senate,"",Senator,OSUN WEST
216,HUSSEIN MUDASIRU OYETUNDE,2013-07-31,2015-05-29,3586,5641,All Progressives Congress (APC),"",Member,Senate,"",Senator,OSUN WEST
626,Joseph Bassey,2015-05-29,2019-05-29,6049,6048,Peoples Democratic Party,"",Member,Cross River State House of Assembly,"",State Legislator,Calabar South II
626,Joseph Bassey,2015-05-29,2019-05-29,6050,6048,Peoples Democratic Party,"",Member,Cross River State House of Assembly,"",Deputy Speaker ,
647,Aliyu Sabi’u Muduru Ibrahim,2015-05-29,2019-05-29,6112,6111,All Progressives Congress (APC),"",Member,Katsina State House of Assembly,"",State Legislator,Mani
647,Aliyu Sabi’u Muduru Ibrahim,2015-05-29,2019-05-29,6113,6111,All Progressives Congress (APC),"",Member,Katsina State House of Assembly,"",Speaker,
653,Matthew Okelari,2015-05-29,2019-05-29,6133,6132,All Progressives Congress (APC),"",Member,Kwara State House of Assembly,"",State Legislator,Lanwa/Ejidongari
653,Matthew Okelari,2015-05-29,2019-05-29,6134,6132,All Progressives Congress (APC),"",Member,Kwara State House of Assembly,"",Deputy Speaker ,
658,Abdullahi Marafa,,,6148,6147,All Progressives Congress (APC),"",Member,Niger State House of Assembly,"",State Legislator,Chanchaga (State)
658,Abdullahi Marafa,,,6149,6147,All Progressives Congress (APC),"",Member,Niger State House of Assembly,"",Speaker,
664,Najeem Salaam,2015-05-29,2019-05-29,6166,6165,All Progressives Congress (APC),"",Member,Ogun State House of Assembly,"",State Legislator,Ejigbo
664,Najeem Salaam,2015-05-29,2019-05-29,6167,6165,All Progressives Congress (APC),"",Member,Ogun State House of Assembly,"",Speaker,
668,Peter Ajang Azi,2015-05-29,2019-05-29,6178,6177,All Progressives Congress (APC),"",Member,Plateau State House of Assembly,"",State Legislator,Jos West
668,Peter Ajang Azi,2015-05-29,2019-05-29,6179,6177,All Progressives Congress (APC),"",Member,Plateau State House of Assembly,"",Speaker,
672,Salihu Maidaji,2015-05-29,2019-05-29,6190,6189,All Progressives Congress (APC),"",Member,Sokoto State House of Assembly,"",State Legislator,Gada East
672,Salihu Maidaji,2015-05-29,2019-05-29,6191,6189,All Progressives Congress (APC),"",Member,Sokoto State House of Assembly,"",Speaker,
676,Adamu Dala Dogo,2015-05-29,2019-05-29,6202,6201,All Progressives Congress (APC),"",Member,Yobe State House of Assembly,"",State Legislator,Karasuwa
676,Adamu Dala Dogo,2015-05-29,2019-05-29,6203,6201,All Progressives Congress (APC),"",Member,Yobe State House of Assembly,"",Speaker,
601, Bala Na’Allah,2007,2011,5977,5975,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Fakai/Sakaba/Wasagu/Danko/Zuru
601, Bala Na’Allah,2015,2019-06,7081,5975,All Progressives Congress (APC),"",Member,Senate,"",Deputy Majority Leader,
601, Bala Na’Allah,2015-05-29,2019-05-29,5976,5975,All Progressives Congress (APC),"",Member,Senate,"",Senator,KEBBI SOUTH
684,Dave Umahi,2015-05-29,2019-05-29,6224,6223,Peoples Democratic Party,"",Member,"Ebonyi State, Nigeria","",Executive Governor,Ebonyi
800,IBRAHIM DANMAZARI MURTALA,,2019-05,6512,6511,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Matazu/Musawa
682,Mohammed Abubakar,2015-05-29,2019-05-29,6218,6217,All Progressives Congress (APC),"",Member,"Bauchi State, Nigeria","",Executive Governor,Bauchi
819,LAWAL MUHAMMADU IDIRISU,,2019-05,6560,6559,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Ajaokuta
874, Abubakar Sarki Dahiru,,2019-06,6712,6711,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Lafia/Obi
715, FRANCIS CHARLES UDUYORK,2015-05,2019-05,6302,6301,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Ikot Abasi/Mkpat Enin/Eastern Obolo
590,Aliyu ABdullahi,2015-05-29,2019-05-29,5952,5951,All Progressives Congress (APC),"",Member,Senate,"",Senator,NIGER NORTH
599,Yahaya Abdullahi,2015-05-29,2019-05-29,5972,5971,All Progressives Congress (APC),"",Member,Senate,"",Senator,KEBBI NORTH
546,Foster Ogola,2015-06,2019-06,5826,5825,Peoples Democratic Party,"",Member,Senate,"",Senator,BAYELSA WEST
597,Mustapha Bukar,2015-05-29,2019-05-29,5968,5967,All Progressives Congress (APC),"",Member,Senate,"",Senator,Katsina (K) NORTH
222,IBRAHIM BELLO,2011-05-29,2013-07-30,3339,2857,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Igabi
222,IBRAHIM BELLO,2013-07-31,2015-05-29,3339,5704,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Igabi
231,IFEDAYO SUNDAY ABEGUNDE,,2013-07-30,4686,2710,Action Congress of Nigeria,"",Member,Ondo State Afforestation Board,"",Chairman,
231,IFEDAYO SUNDAY ABEGUNDE,2003,2007-05-29,2375,2710,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
231,IFEDAYO SUNDAY ABEGUNDE,2011-05-29,2013-07-30,3347,2710,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Akure North/Akure South
231,IFEDAYO SUNDAY ABEGUNDE,2013-07-31,2015-05-29,3347,5729,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Akure North/Akure South
231,IFEDAYO SUNDAY ABEGUNDE,2013-07-31,,4686,5729,All Progressives Congress (APC),"",Member,Ondo State Afforestation Board,"",Chairman,
232,IKISIKPO CLEVER MARCUS,2003,2011,3820,3137,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Abuja
232,IKISIKPO CLEVER MARCUS,2011-05-29,2015-05-29,3589,3137,Peoples Democratic Party,"",Member,Senate,"",Senator,BAYELSA EAST
239,ISAH DOBI EGAH,,,4718,3002,Peoples Democratic Party,"",Member,House of Representatives,"",Member,Abuja
239,ISAH DOBI EGAH,,,4717,3002,Peoples Democratic Party,"",Member,GWAGWALADA L.G.A,"",Chairman,Abuja
239,ISAH DOBI EGAH,2011-05-29,2015-05-29,3356,3002,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Abaji/Gwagwalada/Kwali/Kuje
253,JIM AIKU ADUN,,2003,4753,2743,Action Congress of Nigeria,"",Member,National Assembly,"",Honourable Member,Abuja
253,JIM AIKU ADUN,2011-05-29,2013-07-30,3364,2743,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Egor/Ikpoba-Okha
253,JIM AIKU ADUN,2013-07-31,2015-05-29,3364,5599,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Egor/Ikpoba-Okha
760,KEHINDE AGBOOLA  EMMANUEL,,2019-06,6415,6414,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Ikole/Oye
261,KAREEM TAJUDEEN ABISODUN,2007-05-29,2011-05-29,2406,3012,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
261,KAREEM TAJUDEEN ABISODUN,2011-05-29,2015-05-29,3372,3012,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Saki East/Saki West/Atigbo
271,KURE ZAYNAB ABDULKADIR,2011-05-29,2015-05-29,3595,3141,Peoples Democratic Party,"",Member,Senate,"",Senator,NIGER SOUTH
448,NWAGU IGWE PAULINUS,,2011,3828,3166,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
448,NWAGU IGWE PAULINUS,,,3806,3166,Peoples Democratic Party,"",Member,Ezza LGA,"",Chairman,Ebonyi
448,NWAGU IGWE PAULINUS,,,3808,3166,Peoples Democratic Party,"",Member,Oriuzor Ward,"",Councillor,Ebonyi
448,NWAGU IGWE PAULINUS,2011-05-29,2015-05-29,3633,3166,Peoples Democratic Party,"",Member,Senate,"",Senator,Ebonyi CENTRAL
802,DANLAMI MOHAMMED KURFI,,2019-05,6517,6516,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Dutsin-ma/Kurfi
821,  YUSUF AYO TAJUDEEN,,2019-05,6566,6565,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Ijumu/Kabba-Bunu
275,LANLEHIN OLUFEMI AKINOLA,,2011,3822,2787,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Abuja
275,LANLEHIN OLUFEMI AKINOLA,2011-05-29,2013-07-30,3599,2787,Action Congress of Nigeria,"",Member,Senate,"",Senator,OYO SOUTH
275,LANLEHIN OLUFEMI AKINOLA,2013-07-31,2015-05-29,3599,5642,All Progressives Congress (APC),"",Member,Senate,"",Senator,OYO SOUTH
277,LAWALI ANKA HASSAN,2011-05-29,2013-07-30,3382,2810,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,Anka/Talata Mafara
277,LAWALI ANKA HASSAN,2013-07-31,2019-05-29,3382,5665,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Anka/Talata Mafara
638,Kawu Musa,2015-05-29,2019-05-29,6085,6084,Peoples Democratic Party,"",Member,Gombe State House of Assembly,"",State Legislator,Nafada South
638,Kawu Musa,2015-05-29,2019-05-29,6086,6084,Peoples Democratic Party,"",Member,Gombe State House of Assembly,"",Deputy Speaker ,
768,AYUBA MOHAMMED BELLO,,2019-05,6434,6433,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Jere
801,MUNTARI DANDUTSE ,,2019-05,6514,6513,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Funtua/Dandume
820,AJANAH MUHAMMED KABIR,,2019-05,6563,6562,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Adavi/Okehi
716,EMMANUEL S AKPAN,2015-05,2019-05,6304,6303,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Ikot Ekpene/Essien Udim/Obot Akara
875, EMMANUEL DAVID OMBUGADU,,2019-06,6714,6713,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Akwanga/Nassarawa Eggon/Wamba
251,JERRY ALAGBASO,2011-05-29,2019-05-29,3363,3007,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Orue East/Orsu/Orlu
105,BABALE BASHIR,2011-05-29,2014,3250,2936,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Minjibir/Ungogo
605, Marafa Bashir Abba,2015-05-29,2019-05-29,5987,5986,Peoples Democratic Party,"",Member,Senate,"",Senator,TARABA CENTRAL
285,MACCIDO AHMAD MUHAMMAD,2011-05-29,2015-05-29,3605,3147,Peoples Democratic Party,"",Member,Senate,"",Senator,Sokoto North
286,MADAKI AHMED GOLOLO,2011-05-29,2015-05-29,3386,3019,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Gamawa
287,MAGORO MOHAMMED,2011-05-29,2015-05-29,3606,3148,Peoples Democratic Party,"",Member,Senate,"",Senator,KEBBI SOUTH
289,MAKARFI AHMED M,2012-01-31,2015-05-29,3607,3149,Peoples Democratic Party,"",Member,Senate,"",Senator,Kaduna North
308,MOHAMMED TAHIR MONGUNO,2007-05-29,2011-05-29,2439,2815,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,
308,MOHAMMED TAHIR MONGUNO,2011-05-29,2013-07-30,3401,2815,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,Monguno/Nganzai/Marte
308,MOHAMMED TAHIR MONGUNO,2013-07-31,2019-05-29,3401,5670,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Monguno/Nganzai/Marte
297,MAURICE PRONEN,1999,2002,4875,3021,Peoples Democratic Party,"",Member,Gokana LGA,"",Elected Vice Chairman,Rivers
297,MAURICE PRONEN,2003,2006,4876,3021,Peoples Democratic Party,"",Member,Gokana LGA,"",Chief Of Staff,Rivers
297,MAURICE PRONEN,2008,2011,4877,3021,Peoples Democratic Party,"",Member,Gokana LGA,"",PDP Chairman,Rivers
297,MAURICE PRONEN,2011-05-29,2015-05-29,3393,3021,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Khana/Gokana
298,MICHAEL OPEYEMI BAMIDELE,2011-05-29,2013-07-30,3394,2750,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Ado Ekiti/Irepodun/Ifelodun
298,MICHAEL OPEYEMI BAMIDELE,2013-07-31,2015-05-29,3394,5606,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ado Ekiti/Irepodun/Ifelodun
303,MOHAMMED BASHIR GARBA,2011-05-29,2015-05-29,3611,3153,Peoples Democratic Party,"",Member,Senate,"",Senator,KANO CENTRAL
312,MONSURU ALAO OWOLABI,1999,2011,4932,2751,Action Congress of Nigeria,"",Member,House of Representatives,"",Honourable Member,
312,MONSURU ALAO OWOLABI,2011-05-29,2013-07-30,3405,2751,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Lagos Mainland
312,MONSURU ALAO OWOLABI,2013-07-31,2015-05-29,3405,5607,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Lagos Mainland
336,NATHANIEL IGE AGUNBIADE,2011-05-29,2013-07-30,3428,2753,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Obokun/Oriade
336,NATHANIEL IGE AGUNBIADE,2013-07-31,2015-05-29,3428,5609,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Obokun/Oriade
337,NDUDI GODWIN ELUMELU,2011-05-29,2015-05-29,3429,3042,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Aniocha North/Aniocha South/Oshimili North/Oshimili South
233,NINGI AHMED ABDUL,,,3830,3138,Peoples Democratic Party,"",Member,National Assembly,"",House Leader,
233,NINGI AHMED ABDUL,1999,2011,3880,3138,Peoples Democratic Party,"",Member,National Assembly,"",Senator,Abuja
233,NINGI AHMED ABDUL,2011-05-29,2015-05-29,3590,3138,Peoples Democratic Party,"",Member,Senate,"",Senator,Bauchi CENTRAL
339,NKOYO ESU TOYO,2011-05-29,2015-05-29,3431,3044,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Calabar Municipal/Odukpani
615,Rita Mmaduagwu,2015-05-29,2019-05-29,6016,6015,All Progressives Grand Alliance,"",Member,Anambra State House of Assembly,"",State Legislator,Nnewi South II
615,Rita Mmaduagwu,2015-05-29,2019-05-29,6017,6015,All Progressives Grand Alliance,"",Member,Anambra State House of Assembly,"",Speaker,
619,Kombowei Benson,2015-05-29,2019-05-29,6028,6027,Peoples Democratic Party,"",Member,Bayelsa State House of Assembly,"",State Legislator,Southern Ijaw IV
619,Kombowei Benson,2015-05-29,2019-05-29,6029,6027,Peoples Democratic Party,"",Member,Bayelsa State House of Assembly,"",Speaker,
627,Monday Igbuya,2015-05-29,2019-05-29,6052,6051,Peoples Democratic Party,"",Member,Delta State House Of Assembly,"",State Legislator,Sapele
627,Monday Igbuya,2015-05-29,2019-05-29,6053,6051,Peoples Democratic Party,"",Member,Delta State House Of Assembly,"",Speaker,
630,Odefa Obasi Odefa ,2015-05-29,2019-05-29,6061,6060,Peoples Democratic Party,"",Member,Ebonyi State House Of Assembly,"",State Legislator,Onicha East
630,Odefa Obasi Odefa ,2015-05-29,2019-05-29,6062,6060,Peoples Democratic Party,"",Member,Ebonyi State House Of Assembly,"",Deputy Speaker ,
470,MUTU NICHOLAS EBOMO,,,5465,5462,Peoples Democratic Party,"",Member,Bomadi Local Government,"",Elected Chairman ,
470,MUTU NICHOLAS EBOMO,1999,2003,5460,5462,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Bomadi/Patani
470,MUTU NICHOLAS EBOMO,2003,2007-05-29,5459,5462,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Bomadi/Patani
470,MUTU NICHOLAS EBOMO,2007-05-29,2011-05-29,5458,5462,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Bomadi/Patani
470,MUTU NICHOLAS EBOMO,2011-05-29,2019-05-29,5457,5462,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Bomadi/Patani
925,MURTALA ISAH,2011,2019-05,6886,6885,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Faskari/Kankara/Sabuwa
310,MOHAMMED UMARU BAGO,2011-05-29,2013-07-30,3403,2866,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Chanchaga
310,MOHAMMED UMARU BAGO,2013-07-31,2019-05-29,3403,5713,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Chanchaga
306,MOHAMMED OGOSHI ONAWO,2003,2009,4911,3024,Peoples Democratic Party,"",Member,Nasarawa State House of Assembly,"",Speaker,Nasarawa
306,MOHAMMED OGOSHI ONAWO,2011-05-29,2019-05-29,3399,3024,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Awe/Doma/Keana 
717,IBORO ASUQUO EKANEM,2015-05,2019-05,6306,6305,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Ikono/Ini
769,ABDULKADIRI RAHIS,,2019-05,6436,6435,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Maiduguri (Metropolitan)
347,OFORBUIKE GREGORY CHUKWUEGBO,2003,2007,5065,3047,Peoples Democratic Party,"",Member,Enugu State House Of Assembly,"",Member,Enugu
347,OFORBUIKE GREGORY CHUKWUEGBO,2011-05-29,2015-05-29,3437,3047,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Enugu North/Enugu South
354,OJUDU BABAFEMI,2011-05-29,2013-07-30,3616,2790,Action Congress of Nigeria,"",Member,Senate,"",Senator,Ekiti CENTRAL
354,OJUDU BABAFEMI,2013-07-31,2015-05-29,3616,5645,All Progressives Congress (APC),"",Member,Senate,"",Senator,Ekiti CENTRAL
360,OLUKOLU GANIYU TUNJI,2003,2007-05-29,2496,2759,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
360,OLUKOLU GANIYU TUNJI,2011-05-29,2013-07-30,3447,2759,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Amuwo-Odofin
360,OLUKOLU GANIYU TUNJI,2013-07-31,2015-05-29,3447,5615,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Amuwo-Odofin
367,OTU PRINCE BASSEY,2011-05-29,2015-05-29,3619,3155,Peoples Democratic Party,"",Member,Senate,"",Senator,CROSS RIVER SOUTH
376,PIUS EWHERIDO AKPOR,2011-05-29,2013-06-30,3620,2884,Democratic Peoples Party,"",Member,Senate,"",Senator,DELTA CENTRAL
377,RAFEEQUAT ARINOLA ONABAMIRO,2011-05-29,2013-07-30,3461,2764,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Badagry
377,RAFEEQUAT ARINOLA ONABAMIRO,2013-07-31,2015-05-29,3461,5620,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Badagry
386,SADIQ ASEMA MOHAMMED,2011-05-29,2015-05-29,3470,3063,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ajaokuta
66,SALEH MOHAMMED SANI,2011-05-29,2013-07-30,3548,2876,Congress for Progressive Change,"",Member,Senate,"",Senator,KADUNA CENTRAL
66,SALEH MOHAMMED SANI,2013-07-31,2015-05-29,3548,5723,All Progressives Congress (APC),"",Member,Senate,"",Senator,KADUNA CENTRAL
